date,tmax,tmin,precip
1981-01-01 03:00:00+00:00,29.879501,19.5295,0.9
1981-01-02 03:00:00+00:00,28.2795,21.129501,8.0
1981-01-03 03:00:00+00:00,27.1795,21.879501,7.1
1981-01-04 03:00:00+00:00,28.7295,21.129501,0.0
1981-01-05 03:00:00+00:00,29.879501,21.2295,0.0
1981-01-06 03:00:00+00:00,31.2295,21.7795,3.0
1981-01-07 03:00:00+00:00,31.079498,21.579498,13.8
1981-01-08 03:00:00+00:00,29.1795,19.629501,6.3
1981-01-09 03:00:00+00:00,26.9295,20.9795,6.4000006
1981-01-10 03:00:00+00:00,27.4795,20.4795,9.900001
1981-01-11 03:00:00+00:00,26.9795,20.579498,14.299998
1981-01-12 03:00:00+00:00,24.2295,20.879501,22.5
1981-01-13 03:00:00+00:00,24.829498,20.7795,14.0
1981-01-14 03:00:00+00:00,24.9295,20.7295,28.2
1981-01-15 03:00:00+00:00,26.4795,20.879501,19.900002
1981-01-16 03:00:00+00:00,27.379501,20.629501,17.300001
1981-01-17 03:00:00+00:00,29.329498,20.379501,7.0000005
1981-01-18 03:00:00+00:00,31.4795,21.379501,7.8999996
1981-01-19 03:00:00+00:00,29.2295,20.9795,10.4
1981-01-20 03:00:00+00:00,27.629501,20.629501,9.2
1981-01-21 03:00:00+00:00,27.0295,21.1795,1.7000002
1981-01-22 03:00:00+00:00,25.4295,20.4795,12.500001
1981-01-23 03:00:00+00:00,28.129501,20.6795,0.6
1981-01-24 03:00:00+00:00,28.4795,21.079498,5.2
1981-01-25 03:00:00+00:00,29.0295,20.7295,19.3
1981-01-26 03:00:00+00:00,27.879501,21.079498,2.2
1981-01-27 03:00:00+00:00,29.2795,20.2795,1.6
1981-01-28 03:00:00+00:00,29.079498,19.6795,0.8
1981-01-29 03:00:00+00:00,29.4295,19.2795,0.7
1981-01-30 03:00:00+00:00,30.2795,20.5295,0.1
1981-01-31 03:00:00+00:00,29.5295,21.079498,2.8999999
1981-02-01 03:00:00+00:00,29.4795,21.329498,4.2000003
1981-02-02 03:00:00+00:00,31.1795,20.079498,2.7
1981-02-03 03:00:00+00:00,31.0295,21.079498,0.0
1981-02-04 03:00:00+00:00,31.379501,21.329498,0.2
1981-02-05 03:00:00+00:00,30.829498,21.379501,0.7
1981-02-06 03:00:00+00:00,29.879501,21.829498,4.6
1981-02-07 03:00:00+00:00,29.1795,21.4295,9.4
1981-02-08 03:00:00+00:00,28.9795,20.9295,2.6
1981-02-09 03:00:00+00:00,28.079498,20.2295,13.700001
1981-02-10 03:00:00+00:00,28.4295,19.9795,6.1999993
1981-02-11 03:00:00+00:00,27.9795,20.4295,4.7
1981-02-12 03:00:00+00:00,28.4295,20.9295,1.7
1981-02-13 03:00:00+00:00,30.1795,21.079498,1.0
1981-02-14 03:00:00+00:00,30.629501,20.329498,0.70000005
1981-02-15 03:00:00+00:00,30.1795,20.829498,0.0
1981-02-16 03:00:00+00:00,29.329498,18.879501,0.3
1981-02-17 03:00:00+00:00,29.9795,20.629501,0.0
1981-02-18 03:00:00+00:00,29.829498,20.0295,0.1
1981-02-19 03:00:00+00:00,29.9295,20.879501,2.3000002
1981-02-20 03:00:00+00:00,29.379501,20.2295,12.8
1981-02-21 03:00:00+00:00,29.579498,20.2295,0.1
1981-02-22 03:00:00+00:00,29.6795,20.579498,3.3
1981-02-23 03:00:00+00:00,29.629501,20.579498,4.8
1981-02-24 03:00:00+00:00,28.6795,20.6795,2.1
1981-02-25 03:00:00+00:00,29.579498,20.5295,1.8000001
1981-02-26 03:00:00+00:00,30.4295,20.1795,0.5
1981-02-27 03:00:00+00:00,30.7295,19.4295,0.1
1981-02-28 03:00:00+00:00,31.379501,20.129501,0.3
1981-03-01 03:00:00+00:00,31.7295,19.9295,0.0
1981-03-02 03:00:00+00:00,32.379498,21.329498,0.3
1981-03-03 03:00:00+00:00,32.5795,22.329498,0.2
1981-03-04 03:00:00+00:00,31.4295,22.829498,2.5
1981-03-05 03:00:00+00:00,29.129501,21.9295,8.6
1981-03-06 03:00:00+00:00,29.879501,20.9795,1.3000001
1981-03-07 03:00:00+00:00,29.829498,22.079498,3.6
1981-03-08 03:00:00+00:00,29.0295,21.2795,7.9999995
1981-03-09 03:00:00+00:00,26.5295,21.329498,13.400002
1981-03-10 03:00:00+00:00,27.9295,19.4795,0.6
1981-03-11 03:00:00+00:00,30.629501,19.7295,0.1
1981-03-12 03:00:00+00:00,31.079498,19.7295,0.0
1981-03-13 03:00:00+00:00,31.629501,20.6795,0.0
1981-03-14 03:00:00+00:00,31.379501,22.4295,0.2
1981-03-15 03:00:00+00:00,31.4795,22.9795,0.2
1981-03-16 03:00:00+00:00,32.1295,22.1795,14.200001
1981-03-17 03:00:00+00:00,28.9795,21.4795,13.200001
1981-03-18 03:00:00+00:00,26.9295,20.879501,12.700001
1981-03-19 03:00:00+00:00,27.9295,19.829498,1.0
1981-03-20 03:00:00+00:00,27.6795,19.329498,0.2
